answer_normalization_consistent_rows_mean,answer_normalization_consistent_rows_sd,framework,full_end_to_end_wall_seconds_mean,full_end_to_end_wall_seconds_sd,generation_wall_seconds_mean,generation_wall_seconds_sd,mean_gpu_utilization_mean,mean_gpu_utilization_sd,query_normalization_consistent_rows_mean,query_normalization_consistent_rows_sd,repetitions,rows_s_mean,rows_s_sd,schema_valid_rows_mean,schema_valid_rows_sd,setup_seconds_mean,setup_seconds_sd,successfully_materialized_rows_mean,successfully_materialized_rows_sd,tok_s_gpu_mean,tok_s_gpu_sd,total_generated_tokens_mean,total_generated_tokens_sd,total_rows_mean,total_rows_sd
983.0,0.0,anonlib,142.66321100000002,0.563561312905704,141.446211,0.5814928575692061,17.761559139784946,0.3885944928165871,168.0,0.0,3,7.009588658058542,0.027749644667107092,1000.0,0.0,120.819,0.0,1000.0,0.0,564.9939845296533,2.3862057310037406,79915.33333333333,8.504900548115382,1000.0,0.0
966.6666666666666,1.5275252316519468,nemo,153.93914666666666,0.25791393648722116,,,18.655913978494624,0.07272983472294955,296.6666666666667,3.7859388972001824,3,6.496085571741729,0.01087332238920657,1000.0,0.0,34.618,0.0,1000.0,0.0,,,,,1000.0,0.0
